model,site,nb_deg,nb_pm,component,ttf,ctf
M3,E,2,1,C01,5417718.0,19019
M7,E,0,0,C01,2181480.0,5375
M4,E,0,0,C02,11486340.0,30219
M2,S,0,0,C01,4859220.0,16045
M4,S,1,2,C01,81643740.0,167087
M4,S,0,0,C01,2734121.0,6284
M7,E,0,0,C01,11642783.0,26575
M4,S,0,0,C01,30212640.0,100928
M3,S,0,0,C01,81657840.0,226511
M1,E,0,0,C01,13731068.0,34767
M4,E,0,1,C01,17628600.0,36194
M7,S,0,1,C01,13679280.0,21330
M2,I,0,0,C01,29278920.0,28664
M4,E,0,0,C02,4725000.0,15066
M4,S,5,1,C01,32632560.0,58907
M3,E,0,0,C01,5095740.0,16350
M3,S,0,1,C01,23657580.0,43874
M4,E,0,0,C01,4594786.0,19572
M4,E,1,0,C01,4157364.0,12312
M4,E,0,0,C01,13986780.0,39857
M4,E,1,0,C01,1729080.0,7086
M3,E,0,0,C01,17117280.0,54412
M3,E,0,1,C01,7095372.0,24087
M4,E,0,0,C01,24536820.0,23803
M5,S,0,1,C02,26356247.0,23525
M3,S,0,0,C02,3282120.0,8288
M4,S,0,0,C01,2855220.0,14494
M4,E,0,0,C01,10982220.0,48800
M3,S,2,2,C02,41047440.0,79166
M7,E,0,1,C01,22977900.0,17277
M4,E,0,1,C02,31728779.0,156428
M7,E,1,1,C01,7153718.0,35782
M3,E,0,2,C01,24539460.0,63667
M7,E,0,1,C01,33335400.0,117319
M1,E,0,0,C01,12423744.0,23027
M4,E,0,1,C01,49923388.0,63098
M4,E,0,2,C01,82261500.0,183534
M3,S,0,0,C01,18209160.0,53632
M4,I,0,0,C01,9411840.0,18969
M4,E,0,0,C02,12684480.0,20298
M7,E,0,0,C02,9759226.0,23503
M3,H,0,1,C01,37332438.0,48534
M5,S,0,0,C02,18521860.0,18130
M3,E,0,1,C01,24186809.0,69409
M4,S,0,0,C02,24941580.0,75857
M7,E,0,1,C02,13120800.0,62567
M7,S,0,1,C01,45811360.0,60989
M4,E,0,2,C01,30582060.0,55884
M3,E,0,0,C02,22017120.0,27715
M7,S,1,0,C01,6647340.0,21243
M4,S,0,0,C02,3797246.0,16192
M2,E,0,1,C01,53109821.0,155200
M7,E,0,2,C01,48045420.0,88842
M3,S,0,0,C01,16866660.0,37800
M2,I,0,1,C01,55633740.0,164034
M4,S,0,0,C01,1640040.0,8137
M3,E,0,0,C01,10014008.0,35967
M7,E,0,2,C02,54460111.0,119819
M7,E,1,1,C01,27282869.0,64129
M2,S,0,1,C02,31876680.0,84462
M7,S,0,2,C02,45979965.0,133887
M4,S,0,0,C01,3635400.0,8217
M4,S,0,0,C01,1289100.0,5028
M7,E,2,0,C01,3633649.0,7804
M4,E,0,1,C01,12431340.0,30270
M4,E,0,0,C01,10367220.0,36552
M2,S,0,1,C01,16769643.0,27684
M4,I,0,3,C01,72482160.0,202581
M7,E,0,1,C01,68952625.0,205279
M2,E,0,0,C01,2071560.0,9816
M1,S,0,0,C01,4418280.0,11224
M3,E,0,0,C02,4317330.0,6713
M4,S,0,1,C01,22457460.0,59159
M4,S,0,1,C02,29719560.0,75763
M3,H,0,0,C01,16672860.0,20503
M4,E,0,1,C02,9055200.0,23866
M2,S,0,0,C02,10624268.0,21575
M2,E,0,0,C02,11509380.0,32838
M4,E,1,2,C01,48050812.0,125371
M4,S,0,0,C01,4306380.0,9353
M3,I,0,1,C01,20145685.0,16370
M4,S,5,0,C01,18595260.0,64615
M7,I,0,0,C01,3448740.0,9138
M3,S,2,0,C01,1732025.0,5739
M2,S,0,0,C01,11551630.0,22558
M4,S,0,1,C01,53224680.0,110330
M4,E,0,2,C02,14358825.0,27067
M7,E,0,0,C01,9484928.0,18935
M2,H,0,0,C01,19714860.0,9053
M1,S,0,0,C01,13369926.0,44962
M7,S,0,1,C01,63528599.0,205548
M7,E,2,1,C02,10991661.0,38903
M2,S,0,0,C01,8747715.0,5362
M4,E,0,0,C01,11319360.0,14184
M2,E,0,1,C01,55206324.0,84191
M7,E,0,0,C01,1218840.0,5689
M4,E,0,0,C01,6494520.0,17117
M7,E,5,1,C01,47868972.0,203869
M7,S,0,0,C02,28677780.0,97593
M4,S,0,0,C01,6473040.0,22163
M3,S,0,0,C01,31501818.0,91500
M4,E,0,1,C01,36190260.0,77754
M7,S,0,0,C01,15566700.0,36184
M7,H,0,1,C01,38096640.0,28001
M2,I,0,1,C01,44403877.0,113387
M7,S,0,0,C01,31037160.0,86768
M4,S,0,1,C01,11559000.0,16939
M3,E,0,0,C01,6815580.0,9378
M4,S,0,1,C01,36715638.0,134254
M4,E,0,0,C02,3453780.0,11292
M3,E,0,0,C02,3615480.0,8731
M3,E,0,0,C01,11776320.0,38429
M4,S,0,0,C01,5436300.0,13622
M1,S,0,1,C01,18120960.0,75169
M3,E,0,2,C02,63155531.0,160579
M3,S,0,2,C01,49950229.0,102681
M4,S,0,0,C01,15838140.0,81892
M3,S,1,0,C01,29157095.0,79010
M5,S,0,0,C02,21514140.0,18715
M4,S,0,3,C01,50023500.0,116763
M3,H,0,1,C01,47001540.0,74387
M7,S,0,0,C01,6313380.0,24561
M4,S,0,0,C01,3005919.0,5534
M3,H,0,0,C01,14838862.0,27296
M3,E,0,0,C01,5101991.0,9242
M4,S,0,0,C01,7085040.0,16135
M3,S,0,0,C01,25135320.0,24854
M4,S,0,1,C01,3631033.0,12106
M3,I,0,0,C01,2590223.0,6458
M4,E,0,1,C01,4329259.0,7307
M4,E,0,0,C01,5359140.0,14418
M4,S,0,1,C01,7698660.0,22482
M3,I,0,1,C01,7179731.0,6440
M3,E,19,3,C01,64100820.0,268577
M3,E,0,0,C01,3897120.0,8763
M3,S,0,1,C01,4908180.0,11081
M7,I,0,0,C01,9570600.0,10127
M3,S,0,2,C01,43999398.0,122853
M4,S,0,1,C01,20633855.0,45037
M3,H,0,2,C01,55184340.0,76791
M3,S,0,0,C01,6293617.0,10336
M3,S,0,0,C02,18224050.0,36746
M3,S,0,0,C01,14949780.0,30142
M3,S,0,0,C01,25118583.0,27915
M3,E,0,0,C01,7507820.0,21734
M4,E,0,0,C01,27400320.0,34438
M4,S,0,1,C02,14090580.0,11008
M4,E,6,0,C01,7329440.0,17697
M3,S,0,1,C01,15199335.0,46740
M4,E,0,0,C01,3254870.0,7078
M4,E,3,2,C01,23934957.0,24489
M1,E,0,0,C01,7434120.0,21700
M4,S,0,1,C02,14928648.0,32119
M7,S,0,0,C01,1629480.0,6172
M4,S,0,0,C01,3631500.0,12396
M4,S,0,0,C01,16181580.0,31657
M3,S,0,0,C01,12627540.0,16267
M2,E,0,0,C01,13462337.0,16870
M4,E,0,0,C01,2066199.0,5107
M7,E,0,1,C01,4913220.0,23891
M4,S,0,0,C01,2910000.0,9616
M3,E,0,0,C01,8888794.0,18519
M7,S,2,2,C01,63056700.0,103268
M3,H,0,0,C01,7321200.0,17019
M4,S,1,0,C01,9751260.0,48955
M7,E,0,0,C01,7859186.0,18094
M7,I,0,0,C01,5783553.0,9745
M3,S,0,1,C01,97980600.0,216020
M4,S,0,0,C01,4205880.0,14170
M7,E,0,0,C02,4767793.0,6854
M3,S,0,0,C02,8983680.0,28241
M2,S,0,1,C02,11924700.0,38496
M5,S,0,1,C02,32328720.0,41156
M1,S,0,0,C01,7007140.0,20041
M4,E,0,0,C01,1038600.0,6878
M7,S,0,1,C01,13288549.0,23512
M7,S,0,0,C01,19594280.0,52391
M7,E,0,1,C01,14779296.0,59038
M4,S,0,1,C01,7869528.0,13863
M3,E,0,2,C01,16957560.0,51465
M3,E,0,0,C01,2247240.0,5805
M4,E,0,0,C01,7080060.0,11207
M4,E,0,0,C02,5699520.0,10447
M4,S,0,0,C01,3362340.0,6981
M4,S,0,1,C02,10901348.0,21607
M2,S,0,1,C01,28601220.0,68087
M4,S,0,1,C01,47603220.0,176504
M3,E,0,0,C01,16842120.0,51502
M7,I,0,2,C01,81377700.0,89773
M4,E,0,1,C02,57878463.0,137328
M3,S,0,0,C01,9506100.0,28251
M2,S,0,0,C01,36378089.0,44694
M4,S,0,0,C01,3862980.0,7087
M7,S,0,1,C01,26851140.0,34870
M3,E,0,1,C01,12412929.0,24464
M3,S,1,1,C01,33280190.0,45952
M2,E,0,0,C01,7599240.0,21268
M4,S,0,1,C01,4483560.0,8899
M7,E,0,0,C02,2952360.0,15432
M4,S,0,0,C01,5695330.0,25776
M3,I,0,0,C01,6732540.0,23675
M4,I,0,0,C01,19257899.0,54412
M7,H,0,1,C01,48141287.0,17039
M3,S,0,0,C01,3976800.0,10030
M3,I,0,0,C01,7769460.0,9280
M2,H,9,0,C01,8039400.0,20486
M7,S,0,0,C02,17960880.0,33284
M3,S,0,1,C01,18298980.0,40506
M4,E,0,0,C01,8005380.0,14192
M2,E,0,0,C01,18919260.0,18013
M3,I,0,0,C01,25824346.0,31819
M4,E,0,1,C01,10004880.0,24546
M4,S,0,0,C02,5352120.0,9851
M4,S,0,0,C02,25998480.0,55282
M4,E,0,0,C01,20569800.0,82430
M3,S,0,1,C01,65558460.0,117215
M3,S,0,1,C01,73715380.0,150520
M3,E,0,1,C02,48292080.0,116110
M4,S,0,0,C01,19873320.0,31037
M2,E,1,1,C01,22474360.0,43037
M7,E,2,0,C01,15732000.0,66980
M2,S,0,2,C01,63571020.0,166796
M7,E,0,0,C01,28793160.0,35877
M7,I,0,2,C01,61510620.0,45650
M3,E,0,1,C01,17864317.0,32301
M4,S,0,0,C01,4917780.0,21658
M1,S,0,1,C01,12005467.0,37572
M2,E,0,0,C01,21706816.0,54543
M4,E,0,0,C01,5596020.0,19221
M3,E,0,0,C01,19330543.0,24527
M4,E,0,2,C01,53326200.0,120150
M7,H,0,0,C01,10039388.0,16676
M4,E,0,1,C01,21853440.0,75266
M3,E,0,1,C01,19257574.0,49246
M4,S,1,0,C02,2500740.0,7917
M4,S,1,0,C02,17368980.0,70521
M4,S,9,0,C01,24422160.0,63061
M7,I,0,0,C01,14268900.0,28127
M2,E,0,0,C01,10808280.0,34418
M2,E,0,0,C01,8637240.0,25984
M3,E,1,0,C01,8458864.0,25535
M3,S,0,0,C02,8634915.0,11294
M4,S,0,0,C02,10025950.0,25649
M3,S,0,1,C01,11486280.0,30707
M4,E,15,1,C02,25912020.0,34540
M3,I,0,0,C01,10085400.0,5553
M4,E,0,1,C01,4153444.0,9950
M2,S,0,0,C02,4737888.0,15703
M3,E,0,1,C02,2954400.0,11109
M4,I,0,0,C01,16678753.0,30491
M5,S,0,0,C02,4859520.0,5337
M7,E,1,0,C01,2400720.0,5607
M4,E,0,0,C01,2741760.0,13051
M2,S,0,0,C02,3258993.0,10569
M4,E,0,1,C01,18816887.0,42461
M3,S,0,0,C01,26509260.0,10690
M4,S,0,0,C01,8715941.0,29169
M4,E,0,0,C01,6460318.0,25734
M4,S,0,1,C01,1734060.0,5341
M2,S,0,0,C02,28433640.0,22231
M3,I,0,2,C01,55464192.0,75661
M3,S,2,0,C01,3638192.0,10110
M4,E,0,0,C01,3632880.0,19831
M4,I,0,1,C01,37226876.0,45255
M2,S,0,0,C01,4127460.0,10516
M3,E,0,0,C01,8630084.0,18273
M3,E,0,0,C02,13365221.0,47027
M3,E,0,0,C02,12093960.0,28212
M7,S,0,0,C01,18670680.0,26679
M3,H,6,0,C01,7698960.0,21234
M4,E,0,0,C01,10796760.0,30719
M3,E,1,0,C02,13729380.0,25811
M1,S,0,0,C01,7318700.0,16746
M7,E,0,0,C02,1802220.0,5665
M7,S,0,1,C02,39558039.0,86076
M4,S,0,1,C01,41746560.0,56645
M3,I,0,0,C01,25082700.0,7019
M3,E,0,1,C01,20487681.0,55597
M2,E,0,0,C01,14239693.0,18878
M4,S,0,0,C01,23915040.0,55094
M7,E,1,0,C01,9779100.0,37345
M3,E,0,0,C02,6498480.0,17532
M4,S,0,0,C01,12088320.0,28922
M4,E,0,0,C01,5701860.0,12806
M4,S,0,2,C01,13982520.0,29751
M3,E,0,3,C01,86296860.0,293047
M3,E,0,0,C01,22213020.0,68427
M4,S,0,2,C01,36894971.0,32471
M7,S,0,0,C02,13927560.0,36670
M1,S,0,0,C01,4838627.0,9967
M3,I,0,0,C01,21137607.0,21824
M3,S,0,0,C01,2139720.0,5922
M3,E,0,0,C01,16317988.0,46743
M3,S,0,0,C01,2353680.0,7608
M2,E,0,0,C01,6732960.0,27263
M4,I,0,0,C01,3019140.0,8099
M4,I,0,1,C01,19316700.0,40731
M7,S,0,1,C02,25490280.0,47145
M4,E,0,1,C01,3888660.0,6414
M4,E,0,1,C01,11246308.0,20796
M4,E,0,0,C02,4750320.0,14352
M2,E,0,0,C02,8382282.0,18048
M2,S,0,0,C01,3797593.0,10144
M4,E,0,0,C01,5618783.0,18731
M4,I,0,0,C01,25760127.0,49306
M3,S,3,1,C01,42076683.0,88952
M4,S,0,0,C01,28762482.0,171492
M2,E,0,0,C01,1883220.0,5635
M2,S,0,0,C01,13582320.0,36268
M3,I,0,0,C01,7942320.0,10694
M2,I,0,0,C01,8289049.0,9896
M3,I,0,0,C02,3012619.0,7025
M3,E,0,1,C01,13977480.0,47176
M4,E,0,1,C01,3782880.0,7364
M7,S,0,0,C02,10795320.0,23602
M4,E,0,0,C02,9785640.0,20240
M4,S,0,0,C01,2935854.0,5600
M7,E,0,1,C02,5422879.0,16103
M5,S,0,0,C02,8475660.0,5718
M4,S,0,0,C01,11574840.0,10166
M7,E,0,0,C01,13135269.0,23241
M2,S,1,1,C02,15194933.0,15439
M2,S,0,3,C01,67930980.0,191418
M7,E,0,0,C01,5200140.0,17443
M4,E,1,1,C01,27809864.0,72318
M2,I,0,0,C01,9834600.0,13197
M7,I,0,0,C01,7254000.0,16690
M3,I,0,1,C01,21109708.0,18152
M3,E,0,0,C01,7843379.0,16698
M2,E,0,1,C01,24543660.0,36976
M4,E,0,1,C01,2349000.0,5933
M4,E,0,1,C01,30349250.0,68729
M4,E,0,1,C01,43440582.0,88031
M3,S,0,0,C02,7095154.0,18401
M3,S,0,0,C01,10905836.0,23489
M3,E,0,0,C01,11131661.0,30165
M1,S,0,0,C02,38721780.0,49795
M7,E,0,1,C01,9137640.0,31746
M2,S,0,0,C02,26181230.0,53008
M2,S,0,0,C01,3303825.0,5430
M4,H,0,1,C01,15733740.0,27590
M4,E,0,0,C02,5979960.0,14800
M3,H,0,0,C01,7327860.0,6397
M4,S,1,0,C01,4849560.0,13096
M3,S,0,0,C01,5597700.0,11917
M4,S,0,0,C01,2172360.0,8961
M4,S,0,0,C01,45273240.0,80089
M4,S,0,1,C01,16390020.0,82892
M3,H,0,0,C01,16309963.0,17336
M4,S,17,3,C01,87962760.0,293333
M4,S,0,1,C01,12812760.0,20825
M4,E,0,0,C01,4663020.0,17580
M4,S,1,1,C01,63961764.0,96600
M7,S,0,0,C01,28103156.0,96877
M2,E,0,1,C01,2945061.0,5060
M2,E,0,0,C01,15531389.0,39846
M7,E,0,0,C01,24454284.0,162249
M2,E,0,0,C01,16690677.0,5046
M3,E,0,1,C01,41662873.0,95733
M7,E,1,0,C01,8525773.0,43753
M1,E,0,0,C01,7866600.0,36196
M7,E,2,0,C01,13127078.0,36620
M4,E,0,0,C01,12856920.0,19565
M7,S,0,1,C01,52190619.0,157303
M4,I,0,0,C01,13822164.0,33472
M4,S,0,0,C02,15711000.0,41713
M4,E,0,0,C01,3873652.0,7718
M4,E,0,2,C02,31729560.0,70721
M3,E,0,0,C01,33289077.0,75313
M4,S,0,0,C01,6642780.0,19060
M4,S,0,0,C01,7803977.0,22916
M2,H,0,1,C01,44568077.0,49394
M2,S,0,0,C01,7871220.0,13905
M7,E,0,1,C01,25918670.0,68630
M4,S,0,0,C01,9927060.0,54308
M2,I,0,1,C02,40788240.0,140678
M4,S,0,0,C02,9761400.0,5098
M2,S,0,2,C01,66183780.0,171939
M3,S,0,0,C01,10203534.0,21019
M4,S,0,1,C02,46290612.0,105261
M3,E,0,0,C01,3363686.0,11143
M3,E,0,0,C01,24637196.0,111173
M2,S,0,0,C01,20461980.0,36677
M4,S,0,1,C01,16396941.0,54950
M3,H,0,0,C01,8312580.0,17283
M3,E,0,0,C02,28340551.0,142373
M2,S,0,0,C01,1985340.0,8902
M3,S,0,0,C01,3916439.0,12575
M4,E,0,0,C01,6141900.0,17701
M4,S,0,0,C01,6581700.0,21491
M7,E,2,0,C01,4860934.0,19743
M3,H,11,0,C01,20043944.0,35151
M2,H,5,0,C01,10549210.0,8799
M4,I,0,0,C01,43636411.0,19241
M1,E,0,0,C01,7242300.0,32901
M4,S,0,1,C01,26676780.0,29694
M4,E,0,0,C01,11058120.0,24544
M4,E,0,0,C01,11041108.0,35016
M3,S,0,0,C01,3780000.0,13174
M4,S,0,0,C02,9065520.0,14179
M2,S,0,1,C01,35268180.0,23370
M4,S,2,1,C01,55821295.0,153361
M3,S,0,1,C01,1626969.0,7460
M3,E,0,0,C01,5444700.0,15746
M3,E,0,0,C01,17103240.0,48381
M3,S,1,1,C01,10193760.0,35440
M7,E,5,2,C01,26788440.0,105529
M2,S,0,0,C01,8995860.0,7817
M2,E,0,0,C01,6137640.0,32132
M4,S,0,0,C01,1041600.0,5082
M3,I,0,1,C01,24355620.0,33144
M4,S,0,0,C01,8980680.0,9487
M4,E,0,0,C01,7074420.0,26446
M3,I,0,0,C02,21085440.0,10172
M3,H,0,0,C02,4733160.0,13328
M3,I,0,1,C01,6987120.0,6489
M3,S,0,1,C02,35233038.0,67416
M3,S,0,1,C01,39736860.0,67170
M2,S,0,0,C01,7104840.0,6896
M4,S,0,0,C01,3722880.0,10099
M4,E,0,1,C01,33934500.0,77042
M7,H,0,1,C01,18981360.0,33354
M3,S,0,1,C01,7856940.0,16612
M2,S,0,0,C01,38194500.0,31108
M3,I,0,0,C01,23222160.0,65757
M4,I,0,0,C01,17274281.0,5997
M4,S,0,0,C01,5676960.0,21593
M1,S,0,0,C01,2336520.0,5695
M7,S,1,0,C01,21069060.0,27447
M4,E,0,1,C01,2243205.0,5661
M5,S,0,0,C02,29949480.0,34709
M7,E,0,1,C01,4486920.0,9763
M4,S,0,0,C01,15615360.0,70678
M4,S,4,0,C01,12961374.0,27299
M4,E,0,1,C01,3630960.0,5798
M4,S,0,1,C01,22897260.0,58488
M3,S,0,1,C01,74338774.0,163376
M4,E,0,1,C01,16406547.0,42903
M3,S,0,0,C01,47864459.0,68696
M4,S,0,0,C02,29304660.0,44679
M4,S,5,0,C01,22620260.0,74570
M4,E,0,1,C02,24297660.0,96597
M3,E,3,1,C01,17268731.0,43427
M4,E,0,0,C01,8390580.0,19273
M3,E,0,1,C01,19880580.0,38681
M4,E,4,0,C01,6815423.0,7781
M4,S,0,0,C01,1539607.0,5313
M7,S,0,0,C01,7718233.0,19438
M4,S,0,1,C01,6500580.0,25048
M4,S,1,0,C01,13986445.0,23063
M3,E,0,0,C01,37766176.0,55035
M4,S,0,1,C02,35244900.0,58028
M4,E,0,0,C01,3780300.0,11863
M3,E,0,1,C01,7583537.0,10906
M4,E,0,0,C01,10980029.0,20318
M4,E,0,0,C01,5972580.0,6379
M7,H,0,0,C01,9838884.0,10219
M4,E,0,1,C01,35438220.0,130946
M4,S,0,0,C01,25655532.0,23198
M4,E,0,1,C01,21048240.0,30347
M4,E,0,1,C01,10894560.0,20061
M4,I,0,0,C01,10995299.0,22548
M7,E,0,0,C01,1100052.0,6727
M4,I,0,1,C01,32556861.0,122298
M3,S,2,0,C01,2323359.0,8161
M4,E,0,3,C01,90698940.0,184588
M4,I,0,0,C01,12708300.0,42544
M3,E,0,0,C01,4925040.0,15256
M3,S,0,0,C01,11417297.0,27702
M3,S,0,1,C01,64608399.0,183829
M4,S,0,0,C01,8459400.0,12292
M3,S,0,0,C01,8808922.0,13423
M4,E,0,0,C01,25924200.0,58291
M4,S,0,1,C01,38876100.0,59394
M4,S,1,1,C02,15822900.0,24709
M7,E,1,1,C01,38195212.0,83238
M4,E,0,1,C01,7105260.0,15084
M4,S,0,0,C01,3389760.0,11533
M3,S,0,0,C01,12894054.0,28871
M7,H,0,1,C01,84644974.0,155154
M7,E,0,1,C01,8522209.0,12848
M2,S,0,0,C02,4752279.0,7104
M3,S,0,1,C01,47585672.0,141600
M4,E,0,0,C01,2841120.0,6783
M7,E,0,0,C02,1986754.0,6269
M2,S,0,0,C02,7424820.0,16027
M4,S,0,2,C01,42536733.0,81715
M4,S,13,1,C01,42307020.0,119815
M7,S,0,1,C01,13297187.0,28837
M4,I,0,1,C01,62701398.0,167484
M3,E,0,2,C01,27669660.0,83062
M4,S,0,0,C02,1788300.0,7673
M3,E,0,1,C01,36800160.0,117127
M4,H,0,1,C01,10545540.0,5230
M4,S,0,0,C01,39225960.0,80729
M2,S,0,0,C01,4844883.0,10476
M4,E,0,0,C01,5791260.0,25720
M2,H,0,0,C01,59256536.0,110789
M3,S,0,1,C02,25319979.0,64663
M4,S,0,1,C01,54341100.0,89440
M4,I,0,1,C01,13797351.0,8774
M3,E,0,0,C01,19718820.0,57021
M7,S,0,2,C01,102017729.0,114650
M3,I,0,1,C01,35168280.0,51590
M2,E,0,0,C02,11497585.0,22333
M3,E,0,0,C01,7967153.0,41190
M4,E,0,0,C01,4245300.0,5248
M4,S,0,1,C01,2063716.0,5775
M2,S,0,0,C01,8641560.0,14210
M4,I,0,0,C01,10114740.0,25196
M2,S,0,0,C02,24962340.0,26574
M4,E,0,1,C01,35181117.0,68370
M4,E,0,0,C01,14534801.0,18062
M2,S,0,2,C01,79209754.0,188909
M3,H,0,0,C01,6678480.0,9599
M4,S,0,0,C01,7517040.0,8091
M4,E,0,1,C01,23318908.0,79759
M2,E,0,1,C01,18746040.0,53216
M4,E,0,1,C01,15530160.0,42463
M7,S,0,1,C02,9650294.0,13529
M4,E,0,0,C01,8016840.0,26800
M2,S,0,0,C01,21421758.0,26302
M1,E,0,0,C01,47499240.0,146044
M7,E,0,0,C01,2919365.0,5445
M4,I,0,1,C01,35071281.0,59518
M4,E,0,0,C01,7514100.0,32693
M4,I,0,0,C01,5161440.0,15483
M1,E,0,1,C01,19938724.0,57519
M4,E,0,0,C01,2405040.0,12074
M3,S,0,0,C01,16221300.0,86419
M3,I,0,1,C01,6558240.0,15118
M4,S,0,0,C02,1396200.0,7163
M4,E,0,0,C02,15807540.0,40795
M2,S,0,0,C01,31984860.0,7680
M7,E,0,2,C01,51986321.0,53728
M3,H,0,0,C01,9846840.0,8189
M3,E,0,0,C01,29656023.0,128348
M3,S,4,0,C01,15642783.0,41446
M4,E,0,1,C01,7854480.0,25882
M4,E,0,0,C01,25314720.0,23984
M4,S,0,0,C01,3020280.0,5794
M3,E,0,1,C01,51388860.0,137640
M7,S,0,0,C02,10780912.0,54051
M7,H,0,0,C01,5947080.0,10748
M4,S,0,0,C02,10339500.0,70410
M2,E,0,0,C02,5456820.0,10899
M3,S,0,0,C01,4989780.0,12397
M4,I,0,1,C02,24010260.0,70839
M4,S,0,1,C01,36898740.0,80513
M4,I,0,1,C01,10552560.0,13615
M3,S,1,0,C01,14492400.0,41090
M3,S,0,0,C01,24441245.0,151370
M4,E,0,2,C01,36457680.0,49301
M4,I,0,1,C01,42591180.0,108917
M2,S,0,0,C01,3868260.0,12150
M4,I,0,1,C01,6210840.0,5563
M4,S,3,2,C01,45068728.0,118771
M7,E,0,0,C01,8982900.0,7375
M4,E,0,0,C02,3107760.0,5743
M4,E,0,1,C01,8642520.0,19683
M3,S,0,0,C01,8490120.0,26705
M5,S,0,2,C02,16249440.0,10125
M4,E,0,0,C01,8125844.0,24727
M4,E,1,0,C01,5073300.0,9469
M7,E,0,0,C01,19078740.0,19345
M4,E,4,0,C01,15989520.0,41802
M1,E,0,0,C01,24829861.0,38641
M3,E,0,1,C01,14872955.0,28296
M4,S,0,2,C01,26704323.0,80883
M7,E,4,3,C01,80865811.0,145745
M4,E,0,0,C02,3549240.0,14021
M7,E,0,2,C02,76274736.0,235488
M3,S,0,0,C01,24117223.0,30023
M3,S,0,0,C01,5272320.0,12608
M4,I,0,0,C01,12445800.0,11766
M4,E,1,1,C01,8916300.0,15398
M3,E,0,1,C01,60031423.0,105553
M7,E,0,0,C01,8737200.0,22523
M4,E,0,0,C01,20990340.0,78978
M7,E,1,1,C01,14493420.0,33602
M7,E,0,1,C01,47849561.0,230447
M4,E,0,1,C01,29385314.0,73038
M4,E,0,0,C02,12281220.0,27442
M7,E,0,1,C01,57965649.0,216275
M3,S,0,0,C01,21688079.0,35460
M7,E,0,0,C02,1287960.0,5427
M3,E,0,0,C01,3470760.0,14891
M4,S,0,0,C02,7357080.0,7150
M3,S,0,0,C01,16561718.0,43663
M4,S,0,1,C02,10215840.0,34703
M3,H,0,0,C01,7249100.0,22657
M4,S,0,1,C01,31462189.0,141033
M7,S,0,0,C02,7407540.0,11456
M4,S,0,1,C02,19760340.0,30464
M3,E,0,0,C01,2260629.0,6489
M3,E,2,1,C02,31118925.0,108973
M7,S,0,0,C01,38088180.0,119099
M4,E,0,0,C01,16070458.0,55013
M3,E,0,0,C01,5367460.0,12854
M4,S,0,0,C01,12890952.0,37264
M2,E,0,0,C01,3645600.0,7902
M7,S,0,0,C01,3209940.0,10329
M4,I,0,1,C01,8710500.0,14321
M3,H,0,0,C01,6906969.0,21356
M3,E,0,1,C02,46148284.0,94180
M4,E,0,0,C01,26805060.0,97426
M2,S,0,0,C01,1198364.0,5556
M7,S,0,0,C01,24701340.0,34772
M3,E,0,0,C01,14154600.0,24878
M4,E,0,1,C02,26948280.0,39975
M4,I,0,1,C02,29577693.0,9022
M4,E,18,1,C01,22542780.0,31977
M4,S,0,0,C01,4312260.0,12545
M3,E,0,0,C01,9489000.0,22422
M4,S,0,1,C02,31427580.0,98013
M4,S,0,1,C01,29626860.0,93231
M3,S,0,0,C01,4169580.0,11068
M4,E,0,1,C01,24191760.0,32717
M7,E,0,0,C01,3195109.0,9953
M7,E,0,0,C01,2417100.0,9379
M3,S,0,2,C01,31387020.0,79153
M2,S,0,0,C01,2152260.0,8094
M3,I,0,1,C01,31096620.0,23095
M7,S,0,0,C02,25566540.0,24811
M3,S,0,0,C02,16259940.0,14889
M3,I,0,0,C01,13730280.0,16034
M7,E,0,0,C02,2232120.0,10325
M2,S,0,0,C01,12978180.0,8277
M2,H,8,1,C01,64518845.0,101557
M7,H,0,0,C01,4997400.0,10036
M4,E,0,2,C01,91651380.0,126077
M3,E,0,1,C01,17374080.0,28350
M3,E,0,0,C01,28422720.0,38690
M7,S,0,2,C01,38715718.0,62267
M4,S,4,1,C01,15115380.0,57878
M7,H,0,0,C01,20221260.0,14360
M3,I,0,0,C01,10184428.0,14646
M2,S,0,0,C02,10259940.0,19838
M4,E,0,1,C01,21872940.0,109648
M3,E,37,2,C01,74629020.0,185200
M4,S,0,0,C01,7183500.0,23587
M3,S,1,0,C01,15287760.0,26846
M3,E,0,0,C01,22463220.0,93982
M7,E,0,1,C01,3466800.0,13533
M4,E,0,0,C01,1724580.0,5153
M4,S,0,0,C02,13038600.0,30791
M5,S,0,1,C02,41718001.0,33006
M4,E,10,1,C01,39575280.0,106926
M4,S,0,1,C01,34323240.0,59524
M3,E,0,0,C01,7760220.0,19717
M3,I,0,1,C01,12091740.0,14627
M4,E,0,1,C01,54352440.0,154474
M4,S,0,0,C01,21027833.0,70812
M4,S,4,1,C02,50648160.0,150041
M7,S,0,0,C01,7074480.0,17701
M7,E,1,0,C01,43309020.0,126601
M4,I,0,1,C01,8866560.0,24462
M4,E,0,0,C01,9689565.0,17083
M2,E,0,2,C01,34238983.0,42979
M1,S,0,0,C01,2852820.0,6997
M4,E,0,2,C01,61859640.0,90131
M3,S,0,0,C02,40348920.0,73615
M4,S,0,0,C01,37840800.0,90768
M4,E,0,0,C01,6889680.0,19596
M2,S,0,0,C01,13491780.0,6617
